Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite 1,,,,2019-10-11 20:19:37,2019-10-11 20:19:44,7.101s,INCOMPLETE
,,,,,,,
Test Cases/Create User,,,,2019-10-11 20:19:38,2019-10-11 20:19:41,3.652s,PASSED
"sendRequest(findTestObject(""Create User""))",,,,2019-10-11 20:19:38,2019-10-11 20:19:41,3.199s,PASSED
,,,,,,,
Test Cases/Delete User,,,,2019-10-11 20:19:41,2019-10-11 20:19:43,1.140s,PASSED
"sendRequest(findTestObject(""Delete User""))",,,,2019-10-11 20:19:42,2019-10-11 20:19:43,0.902s,PASSED
,,,,,,,
Test Cases/Get Single User,,,,2019-10-11 20:19:43,2019-10-11 20:19:43,0.766s,PASSED
"sendRequest(findTestObject(""Get Single User""))",,,,2019-10-11 20:19:43,2019-10-11 20:19:43,0.578s,PASSED
,,,,,,,
Test Cases/Update User,,,,2019-10-11 20:19:43,2019-10-11 20:19:44,1.074s,PASSED
"sendRequest(findTestObject(""Update User""))",,,,2019-10-11 20:19:44,2019-10-11 20:19:44,0.918s,PASSED
